EXT1	EXT2	EXT3	EXT4	EXT5	EXT6	EXT7	EXT8	EXT9	EXT10	EST1	EST2	EST3	EST4	EST5	EST6	EST7	EST8	EST9	EST10	AGR1	AGR2	AGR3	AGR4	AGR5	AGR6	AGR7	AGR8	AGR9	AGR10	CSN1	CSN2	CSN3	CSN4	CSN5	CSN6	CSN7	CSN8	CSN9	CSN10	OPN1	OPN2	OPN3	OPN4	OPN5	OPN6	OPN7	OPN8	OPN9	OPN10	EXT1_E	EXT2_E	EXT3_E	EXT4_E	EXT5_E	EXT6_E	EXT7_E	EXT8_E	EXT9_E	EXT10_E	EST1_E	EST2_E	EST3_E	EST4_E	EST5_E	EST6_E	EST7_E	EST8_E	EST9_E	EST10_E	AGR1_E	AGR2_E	AGR3_E	AGR4_E	AGR5_E	AGR6_E	AGR7_E	AGR8_E	AGR9_E	AGR10_E	CSN1_E	CSN2_E	CSN3_E	CSN4_E	CSN5_E	CSN6_E	CSN7_E	CSN8_E	CSN9_E	CSN10_E	OPN1_E	OPN2_E	OPN3_E	OPN4_E	OPN5_E	OPN6_E	OPN7_E	OPN8_E	OPN9_E	OPN10_E	dateload	screenw	screenh	introelapse	testelapse	endelapse	IPC	country	lat_appx_lots_of_err	long_appx_lots_of_err
3	2	4	2	4	2	4	4	3	2	2	5	2	5	2	2	3	3	5	1	3	4	4	3	2	4	2	4	3	4	5	2	4	2	4	2	4	2	4	4	5	2	4	2	3	4	3	3	5	4	9268	5688	717	2704	6601	2733	2818	2936	2619	4380	9290	2633	2483	53066	2796	2251	5251	13434	2948	5350	5352	2617	2767	1349	9383	3080	3247	5615	2667	3433	2533	4500	4650	6249	2988	7669	5183	5181	3103	3218	679	2950	2698	2665	3367	3133	2434	3248	3551	2782	2016-08-01T09:43:35Z	320	568	20	255	11	1	FR	45.75	4.9667
4	1	5	1	5	2	5	2	4	2	3	3	4	3	3	3	4	4	3	4	2	5	1	4	2	4	2	4	4	4	4	3	4	3	3	3	3	3	3	4	4	2	4	2	4	2	4	4	4	4	1064122	1016	936	712	1175	2128	1737	1400	1280	3279	3265	2768	2497	2024	2585	1105	1288	471	2865	3832	1856	807	1648	2192	3016	1056	6888	1208	1056	769	1328	4776	1423	1336	1704	2455	952	4064	1232	1199	928	1496	1624	2688	816	1175	872	1192	2200	345	2016-03-30T21:51:56Z	1680	1050	2	1155	6	1	CA	49.25	-123.1333
4	1	5	3	4	1	4	3	4	2	4	2	4	3	2	3	4	4	2	2	5	5	1	5	1	4	1	3	5	4	4	2	4	2	2	1	4	3	4	4	3	2	5	1	4	1	4	4	4	5	8964	3919	6289	5667	3085	5277	15119	3753	3332	4967	3902	6399	3534	4018	6998	4732	3619	2369	3787	2615	4781	2318	7846	2800	2900	2799	3150	5699	2267	10103	3867	5717	984	7666	4236	4786	2367	2000	4382	4384	4048	13468	71827	2299	139763	3768	2398	1917	3449	1783	2018-08-15T21:02:38Z	414	736	44	435	15	1	AU	-27.0	133.0
3	3	5	4	5	2	2	2	2	5	3	4	4	5	3	1	2	2	4	2	5	5	1	4	2	5	2	5	2	5	4	2	5	2	4	2	4	3	5	4	2	1	5	2	4	1	4	2	5	4	14540	3574	3247	10402	3897	3334	6662	5844	5962	4225	5340	5331	5414	8340	5482	3728	7270	3868	4899	2648	1407	6771	4489	3500	3695	2495	6167	4865	3692	3132	4069	13180	2681	4339	4429	6636	3340	11076	3365	3149	1728	5159	1610	5006	2726	4210	4621	3902	3142	6129	2016-03-08T01:34:56Z	800	1280	13	251	14	1	PL	49.6218	20.6971
3	3	3	3	3	3	4	3	3	4	5	3	4	4	4	3	3	3	4	4	2	4	4	4	3	4	3	4	4	4	3	3	5	4	3	3	4	3	4	4	4	3	4	3	4	3	3	3	4	3	5128	5717	50407	3086	3610	4979	3935	1816	2894	3184	2837	4621	3286	4086	3602	3497	3474	2883	1393	3024	4866	2329	3888	2661	3712	3379	4611	3428	4568	4018	2177	3495	2540	2593	4710	4195	2705	4289	3261	4032	3386	3859	3731	4595	3432	3166	523370	2864	3101	2036	2018-02-15T09:00:11Z	1366	768	3	744	15	21	US	29.5476	-98.4251
3	1	4	2	2	1	1	3	2	4	4	3	5	1	1	1	2	1	3	5	1	4	3	5	2	5	1	1	4	3	2	5	5	3	1	5	3	2	4	3	3	1	4	2	3	1	5	1	2	3	4523	2316	2398	1865	3077	1842	5722	2276	4005	3156	7894	2505	3083	2714	2089	5405	1527	1905	3548	3488	63586	2208	7791	3266	2637	3965	5049	2845	2868	3442	4176	2657	2712	2313	5907	3628	4110	15852	4236	3403	6185	2692	2292	3116	2450	1813	3496	1936	4169	16920	2017-06-18T02:54:21Z	1920	1080	1211	258	16	1	AU	-27.0	133.0
4	2	4	2	5	1	3	3	2	1	3	4	2	5	1	3	1	1	1	1	1	5	2	5	1	5	1	5	5	5	2	2	4	3	1	2	3	2	3	4	3	1	3	1	4	2	5	3	5	3	8912	2741	2418	5251	1916	7009	3634	4614	5624	3437	3952	4287	2130	7978	2316	2517	1835	1888	2884	864	2680	13718	11670	4088	1951	2416	3086	2319	2062	5100	2662	17760	2585	3754	4655	5534	3951	4471	5125	10941	4016	3453	3739	2542	2932	3220	6021	3747	2016	5237	2018-09-15T10:32:34Z	375	667	9	227	11	1	GB	51.5	-0.13
3	3	5	3	4	2	3	3	4	4	5	3	5	3	4	3	4	3	4	3	4	4	3	4	3	5	2	3	4	4	5	4	5	2	3	4	5	3	5	4	4	4	4	2	3	2	2	2	5	4	4107	2150	8552	3301	6429	2546	12213	6123	1692	3412	2278	2612	1868	2365	5140	2726	4307	2907	1666	1853	3868	2509	3747	6234	6782	2101	4615	2767	7355	3630	6053	5130	3967	5636	6923	9310	2319	8503	3505	4386	3814	5522	2633	3090	2530	3442	3419	10117	5435	4918	2017-11-19T15:22:11Z	1280	800	6	224	20	1	US	33.6119	-111.8906
3	3	4	2	3	3	4	2	3	4	3	3	3	3	5	2	3	2	5	3	4	4	3	3	4	2	3	3	2	2	2	1	2	2	1	3	4	3	2	3	3	4	4	3	4	3	4	2	1	3	710	3878	2656	5220	5636	2917	5359	3554	3750	3488	8085	4635	2551	3437	2997	4877	3227	2794	2873	8510	8502	4359	3628	3002	1987	4185	6214	3143	3856	9641	835	5587	4002	3352	6339	4179	4039	4884	2161	735	4369	4005	3051	3000	3000	8066	2641	3415	3898	2493	2016-10-31T14:12:23Z	375	667	3	205	8	10	US	33.9937	-81.0199
1	3	3	3	2	2	2	3	3	4	5	2	4	3	5	4	4	4	4	3	4	3	2	2	4	3	4	2	2	3	3	4	5	3	3	3	4	3	5	4	2	5	4	4	3	4	3	3	4	2	14041	6119	1083	3276	40975	6151	6867	5144	11879	5089	3967	6971	2866	3303	4420	3336	2538	2821	1857	4324	6429	1891	5358	2952	6238	2003	8848	6760	4162	1098	5092	6320	2123	3162	13677	5430	949	12075	3000	4774	2701	7385	5292	3735	2220	3803	3677	2168	3002	1435	2018-09-04T13:58:18Z	1280	800	6	278	20	1	US	38.0	-97.0
2	1	3	3	5	2	1	3	3	4	4	1	4	4	2	3	2	2	4	2	2	4	3	3	2	2	2	4	1	3	3	4	5	2	1	2	4	1	2	5	4	1	2	2	4	3	5	4	5	3	10255	8869	5999	91209	1909	2983	6010	11785	4339	2625	2363	62168	1951	349217	5804	6149	2484	1745	2192	1760	6078	66679	11715	43186	7984	4351	2651	12497	2249	3729	3663	3727	2359	2711	1769	3421	2540	735	1910	2512	2444	5815	3378	8438	5382	2682	1987	2316	2065	2628	2018-03-26T18:55:44Z	414	736	22	807	13	1	US	34.7465	-92.2896
1	5	3	3	1	3	1	3	1	3	3	3	3	3	5	3	3	3	2	3	1	3	1	5	1	4	3	5	4	1	3	3	3	1	3	2	1	3	1	1	1	3	3	3	3	3	1	1	5	3	20158	5675	3449	3259	5646	3900	4418	3241	4425	3357	3325	3425	6841	5182	7877	4397	4078	5393	9196	3615	6858	5046	5421	4140	5575	5752	3104	10693	4036	3700	3361	4639	5976	5314	2759	7171	2898	14028	6927	5223	4797	4324	4264	4104	5223	5318	3584	3419	8140	17786	2016-08-24T17:11:54Z	290	305	48	288	20	1	NO	59.95	10.75
1	5	2	5	1	4	1	5	1	5	4	2	4	2	2	4	3	2	4	4	2	2	4	2	2	3	4	4	3	3	5	4	4	3	2	3	4	1	4	4	5	1	4	1	4	2	4	4	3	4	3366	1224	1874	1889	671	2239	6125	1203	2324	19159	1314	2002	1170	954	2350	1857	1539	2734	1321	1493	5768	1982	1310	1857	3644	1707	1727	2216	2994	1886	3362	3016	1298	2962	1594	3971	1281	1818	3636	2036	1814	2641	2234	3033	1692	7851	2103	2598	2191	978	2016-10-04T14:32:24Z	1440	900	9	136	11	1	US	40.8529	-73.9139
3	3	3	3	4	4	4	5	3	4	3	2	4	3	2	1	3	1	2	4	2	3	2	3	2	2	2	4	4	5	3	4	4	3	2	4	3	1	4	3	3	1	4	1	3	1	4	4	4	4	5501	5242	5713	2040	1613	4087	2124	5102	1675	1192	2565	12537	3478	3564	2449	4011	5596	2142	1460	3430	7836	4663	4594	1283	3035	4916	3160	7021	2779	2914	2610	1062	2689	3217	2579	968	2672	2254	1616	2733	1835	5908	1068	1552	3039	1699	2666	2321	2180	1917	2018-05-04T07:00:03Z	768	1024	10	166	10	5	US	42.6862	-72.044
2	5	4	5	4	5	1	5	1	5	4	4	2	2	4	5	5	2	4	1	1	5	1	5	1	5	1	5	5	5	2	1	5	2	2	1	5	2	5	1	2	1	5	2	5	1	5	1	5	5	6136	8023	5010	2085	5966	4062	8776	2320	2685	3101	3893	5122	8119	4748	4826	3641	2573	3630	4777	3290	3885	3350	2881	2313	6767	2426	5726	4385	2102	2408	6822	3580	2385	2181	7719	3721	4714	24029	2177	19259	3838	3662	3145	3262	3856	4085	2718	4225	5582	2816	2018-04-30T22:54:46Z	1366	768	8599	245	16	1	KE	1.0	38.0
3	2	4	2	4	2	2	3	5	2	2	3	4	1	1	5	3	2	5	4	5	4	5	4	5	2	3	1	5	4	4	5	5	4	1	5	3	5	1	2	5	3	5	3	4	1	4	5	5	3	4663	1988	1536	1737	3074	2185	2955	1925	4523	2369	2977	3572	1617	1993	2564	1324	1915	2385	1303	2215	3178	6647	1932	4943	2123	5399	4114	5084	1394	1949	9324	3504	2283	2414	5370	4724	11208	2130	3060	1907	1315	16614	1675	3510	2449	2376	2076	1971	1911	3392	2016-06-05T15:44:47Z	1360	768	8	169	8	1	FR	48.86	2.35
5	2	5	5	4	2	5	2	5	3	5	4	5	2	4	4	5	4	5	4	2	4	2	5	2	5	2	5	5	4	4	3	4	3	4	2	4	3	4	3	5	2	5	2	4	2	5	5	5	5	3093	1444	1074	2432	1116	3921	3398	2372	1142	3033	4504	5024	4203	9520	3660	6380	4631	3184	2071	1742	1415	1008	3040	1542	1409	2577	4176	8379	3412	1362	5028	3874	1289	2976	1389	4864	1486	2808	2859	2701	747	1667	1654	1173	1415	1285	12028	2414	980	1542	2016-05-15T03:05:09Z	768	1024	3	151	5	1	SG	1.2931	103.8558
1	5	1	5	0	5	1	5	0	5	5	1	5	1	1	5	5	5	5	5	1	3	4	5	5	5	5	0	1	1	4	4	5	1	1	4	5	1	2	5	5	5	5	4	4	1	4	3	5	5	7174	1959	2250	1928	0	2312	2743	1944	0	1151	3352	2440	1472	3399	1648	2232	2072	1927	1839	1928	4536	4537	3045	2608	3136	1448	2401	0	2680	6384	4240	18056	2721	2616	2264	4617	3832	3552	2928	1201	4168	4648	1480	6913	3567	3240	4160	3561	2344	3568	2017-10-29T06:48:31Z	1600	900	12	160	14	1	CA	53.6199	-113.6377
1	2	3	3	2	2	1	5	1	4	5	3	4	1	4	4	5	5	5	3	3	3	1	3	2	2	2	3	2	3	5	1	5	1	4	2	5	3	3	2	2	3	1	5	2	3	4	2	2	2	11678	2342	1848	4104	2747	2147	6499	3619	3367	3208	1261	1998	2552	2868	3105	2687	1323	1665	1491	2282	3003	2117	3076	2266	3904	1603	1638	2101	2358	3878	3904	6679	2853	3602	3062	3036	1952	1785	2232	3964	2207	2536	3194	4458	2481	4233	2684	2492	2355	1677	2016-12-04T19:53:39Z	1368	912	1	152	10	2	US	30.3793	-90.9714
3	4	4	4	1	4	3	2	4	4	2	2	4	3	3	4	4	4	2	3	3	4	1	3	5	5	4	3	3	3	4	3	4	4	2	3	4	1	2	3	4	4	4	4	4	5	4	2	4	4	1376	4596	4150	4427	7654	2869	5210	14683	5725	4529	4992	3883	3877	5913	3992	3328	2000	4546	2041	4645	12362	5776	5007	2833	9517	1951	5002	9548	4368	7881	11439	6082	4130	4001	5496	10054	2813	7181	3694	6528	6428	5774	6456	3932	3713	3050	3120	2516	3407	2903	2016-03-05T10:15:39Z	1366	768	11	263	21	1	TT	10.2833	-61.4667
3	3	3	3	4	4	1	4	2	5	5	3	4	3	3	2	4	4	2	3	4	4	1	3	4	4	2	4	2	3	2	5	3	4	3	5	2	3	2	3	3	1	4	1	4	1	3	3	3	4	4916	3360	2808	7893	2781	4031	3314	2592	3699	3370	5110	3607	3114	8838	3696	4627	3292	2909	4299	1342	17219	2365	5358	2021	8280	3390	6373	3638	4523	5173	4418	4831	4565	5353	4702	4023	2054	2662	5013	2689	3791	4135	5123	3993	6535	6270	3865	1916	6944	1524	2016-11-15T01:55:18Z	1536	864	6	224	15	1	IN	28.6667	77.2167
3	1	4	3	4	2	3	4	4	5	4	5	4	4	4	2	1	2	4	1	4	4	4	4	4	4	2	4	4	5	2	4	4	2	1	4	2	2	5	2	3	2	5	2	3	2	4	1	5	3	22687	3875	2297	2998	1735	1657	9882	2447	2288	3680	1864	1173	2812	31593	1292	1616	2231	2683	2841	2042	2964	1587	2051	2051	3986	22406	3107	15526	3383	1834	1321	2603	5877	3413	2793	4890	2101	15437	2418	9846	3056	3629	2908	3819	2269	1982	3263	2388	3225	1479	2017-10-13T14:56:25Z	1366	768	146	243	12	276	US	37.5155	-121.8962
1	3	3	4	2	4	1	4	1	5	5	3	5	1	2	4	4	3	4	3	1	4	4	4	4	4	2	3	4	3	4	3	4	2	3	2	4	2	3	2	4	4	4	2	3	2	3	2	5	4	17382	5709	6214	4751	7940	10045	5635	5720	12081	3029	15816	7984	2809	4554	22380	6040	2279	2479	2770	5146	4394	14372	20977	5314	5385	6995	7599	3030	12400	2296	7519	5712	10724	5606	4260	2995	3646	2146	2169	10168	5089	4791	2325	3975	9029	5220	8258	8109	3912	3650	2018-07-05T17:54:27Z	1440	960	15	345	7	1	US	38.0	-97.0
1	5	2	5	2	4	1	5	1	5	2	2	4	4	1	1	1	1	1	2	2	1	1	4	4	3	4	4	3	1	4	3	4	1	4	1	5	2	4	4	3	1	4	1	3	2	4	2	5	4	2080	1345	1955	1376	2316	1891	1584	1376	1888	1148	3944	5708	4818	3097	2527	1172	3322	1167	1527	1043	3278	5411	2361	2799	3378	3982	2180	3506	2758	1380	4448	2855	2849	2800	1642	1125	1511	2612	1855	1385	1940	2482	3327	1022	2349	3239	1203	1921	1568	1223	2018-03-28T16:50:51Z	1280	800	16	121	6	1	US	34.0736	-118.4004
1	4	3	4	1	1	1	5	1	5	1	5	2	5	2	1	4	2	2	1	1	5	1	5	1	5	2	5	5	5	4	1	4	1	4	2	4	1	5	4	5	4	4	2	3	1	5	3	5	2	5273	1661	7052	3753	2979	2590	1944	1980	2172	2486	2947	2353	10050	1658	2087	3707	3345	2111	2616	1488	897	5604	1706	2383	1972	2938	2720	1870	1820	1344	2365	2924	1583	1737	2754	3623	2005	2075	4851	2358	2172	5744	4513	3396	11872	3785	2085	2731	1713	1128	2018-02-14T14:13:13Z	1440	900	13	155	10	1	US	40.5045	-74.347
3	2	4	2	4	1	5	2	3	3	3	3	3	1	2	2	2	2	2	1	1	4	3	5	1	5	1	4	4	4	4	3	4	3	5	1	4	1	4	4	4	2	5	3	5	1	3	4	4	5	25448	2266	1475	5778	2106	2558	3855	5233	3210	2143	3024	4478	1626	4525	2162	1647	4245	1840	2451	1446	3865	2315	2322	2119	2560	1675	2927	3036	1233	1649	2418	5287	1745	2184	1424	3894	5479	10814	2472	3523	2663	4779	1397	7019	1372	2585	6471	1677	1611	1185	2018-09-11T21:25:44Z	1366	768	10	177	11	1	AU	-27.0	133.0
3	3	4	1	4	1	3	2	2	3	2	4	3	1	1	3	4	2	1	1	3	4	2	3	1	1	3	4	4	3	3	1	5	2	3	2	5	2	1	3	3	4	5	1	3	1	4	2	1	5	14414	4365	9296	1163	892	3472	4714	8561	4507	3088	10450	16516	5329	9370	6646	5327	5748	3331	2805	2621	14381	9332	948	4806	8936	2838	4001	8485	4650	8441	739	13214	2972	7659	1364	7131	3104	4586	4199	915	947	6410	8010	4718	6706	3471	3392	1806	3836	2114	2016-12-03T22:39:08Z	360	640	12	281	18	1	MX	28.4167	-106.8667
1	3	3	5	4	1	3	1	5	1	1	3	4	0	3	3	2	0	3	2	1	5	1	5	1	1	5	0	1	0	3	1	3	2	3	3	3	5	3	2	5	1	4	1	0	1	1	3	4	3	9392	1897	2364	13107	6336	17872	14772	3819	1250	5647	5984	8772	26953	0	6673	10423	8218	0	12819	4701	2050	6951	25648	17661	3135	33850	39673	0	10655	0	6434	14843	10472	52630	40340	8989	4252	7573	7890	7087	10827	24697	3846	13046	0	26880	1736	4149	3543	4354	2016-03-14T20:23:28Z	320	568	23	563	29	1	GB	53.4197	-3.0822
3	1	4	2	5	1	5	3	3	3	3	4	5	3	3	3	2	3	2	2	1	5	0	5	1	5	1	5	5	5	2	5	5	4	3	5	5	3	4	1	3	1	0	1	3	1	3	2	5	5	3048	21320	5456	5656	2800	3016	3086	3000	2199	7544	10889	2633	2192	16608	15369	2488	2856	7401	2096	863	3007	4767	0	936	3048	3448	12064	3528	2769	3111	3400	2296	2085	60250	21032	3464	3520	3304	3568	21249	9633	3823	0	2672	8671	2408	2096	2728	3168	4320	2018-10-09T02:49:01Z	1920	1080	17	322	9	1	NO	60.3932	5.3243
1	4	2	4	1	2	1	4	3	5	5	2	5	3	4	2	2	2	4	3	1	3	3	4	2	3	3	3	2	2	2	2	3	4	1	3	3	4	2	3	2	3	4	2	3	2	4	4	5	3	2571	1508	3736	4598	4434	2149	4531	2838	3902	7315	2215	2444	1369	2615	5017	4054	2610	2813	2217	1760	3972	4724	4472	2040	3306	4368	6536	2749	3408	7618	3877	1952	3280	2217	2444	7033	3103	1938	3509	3877	4940	4408	2140	4149	5591	3627	4447	3597	3723	2132	2016-03-20T09:28:56Z	1536	864	18	181	13	1	DK	56.1534	10.2255
1	5	3	5	2	5	1	5	1	5	4	1	4	1	1	2	2	1	1	5	3	3	1	4	2	3	2	4	2	4	4	2	5	2	3	2	5	3	5	4	4	1	4	3	3	2	4	5	5	4	5055	1032	2499	3290	1853	1968	4080	2487	1051	1813	4062	2400	2467	2469	3369	2063	2399	2100	3364	2048	2915	2152	1700	1732	3414	2354	5800	3032	2230	2082	3291	3214	1935	2230	2301	5213	1668	2433	1985	2889	4252	3017	2479	3034	3262	2508	2114	2270	1271	1083	2018-02-21T14:42:36Z	375	667	4	135	11	4	GB	51.4167	-0.5667
2	3	4	2	3	2	2	2	4	2	1	5	2	5	2	1	1	1	2	1	2	4	2	2	2	2	2	4	2	4	4	4	4	4	2	1	2	1	4	4	4	2	2	1	4	4	5	5	4	3	3723	6872	1647	2585	2752	1800	3081	2736	1784	2432	2160	1841	4119	2413	2513	5856	969	1096	5743	992	2465	1784	5049	4838	2040	3521	3383	4265	1848	3728	2782	2504	4880	4410	3672	3007	2375	1367	2385	1680	1960	2976	1841	2455	1599	3176	1551	1072	1920	3720	2017-07-21T12:13:43Z	1280	720	388	142	8	2	US	39.162	-84.4569
1	4	4	5	2	3	1	4	3	5	1	5	4	2	2	2	2	3	2	4	3	4	2	2	4	4	3	4	3	4	1	4	3	3	2	4	4	4	2	4	4	1	4	1	3	2	4	4	3	3	7940	5359	4725	3081	3362	8538	17128	9659	42062	7771	816	7150	3312	4251	7507	3591	11095	3844	6502	2821	4267	5659	4739	3635	4101	5787	3191	12740	12497	5083	26234	4075	9058	8067	3946	4869	1423	8617	10562	3324	11763	23416	6833	4677	3328	2974	4420	6652	3366	3878	2016-08-30T10:06:20Z	360	640	19	375	8	33	US	37.4192	-122.0574
3	3	2	3	3	2	3	4	3	5	4	3	4	3	3	4	3	3	4	2	1	4	1	5	2	4	2	4	4	4	2	2	5	3	2	2	4	2	4	4	5	2	5	2	4	1	3	4	5	4	7495	1991	3830	3047	3820	2342	4108	3016	3422	2517	2610	7220	1546	3852	5061	2509	3445	6664	4632	2571	2711	2454	4414	1493	4615	1994	2220	1596	2946	1599	4288	4194	2796	5289	3189	3210	1670	2131	1750	2400	2578	2514	2352	3712	1306	5195	3492	4516	1609	1296	2018-11-07T11:25:41Z	1920	1080	2471	162	7	1	US	42.658	-83.1843
2	2	4	3	4	1	3	4	4	2	5	2	5	1	2	4	4	4	5	4	4	4	4	4	5	4	4	3	4	4	5	1	4	2	2	2	4	2	4	4	5	1	5	5	4	2	4	4	5	4	8700	2010	3657	2399	3217	2667	4303	1472	2031	3178	3437	2635	1576	2183	2269	1453	1353	4158	2478	1132	2631	2105	1578	8054	3700	2218	5418	4063	1366	2770	3121	2768	1177	2214	2978	3149	1677	2086	1087	1664	1562	12684	3079	1621	1318	2313	1449	2211	2142	3080	2018-07-30T14:12:54Z	375	667	81	146	8	2	GB	52.596	-2.1257
3	3	3	4	3	3	2	4	3	4	4	4	4	3	2	4	4	4	4	3	2	4	2	5	2	4	2	3	4	4	2	4	3	4	1	4	4	2	3	3	4	4	4	3	4	2	4	4	4	4	1697	2875	151832	1927	2170	3249	8370	1582	1081	1578	4050	1821	2507	3252	2084	1970	9576	5381	1667	1233	16314	2896	3208	5980	5283	1225	3181	2588	1670	2403	4397040	29365	3232	2062	4777	3761	8577	4337	1145	1871	1078	35183	53698	13116	107016	2255	9811	2991	1598	2331	2018-11-01T11:23:28Z	1440	900	32	4941	22	2	US	57.79	-152.4072
5	2	3	4	4	2	5	2	4	2	3	4	2	4	1	2	2	2	2	2	2	4	2	4	2	4	2	5	4	4	4	1	4	2	2	1	5	3	2	4	4	2	1	2	4	4	5	4	4	4	4744	2470	5194	2786	2589	1673	2326	4626	2678	1772	3700	1661	15202	2489	5088	2056	4606	1928	1112	2667	3264	2677	3097	4290	9880	2047	3235	4173	1666	2095	10194	5549	2867	3622	3336	3828	2214	3484	2741	3888	2184	3723	2361	3563	1378	5048	3681	2353	2068	1230	2018-04-20T11:43:42Z	1366	768	14	177	9	234	US	41.5895	-88.0578
4	3	3	2	5	2	5	5	2	2	5	2	4	2	1	4	4	4	4	3	1	5	2	4	4	4	2	3	3	5	2	5	4	3	1	4	4	3	2	4	5	2	5	2	4	1	4	4	5	4	4961	2500	4279	3982	728	2401	2384	7627	4059	2628	2230	1667	1378	3322	4736	1875	1939	1081	2252	3084	2825	2958	4904	1234	5546	864	2010	2989	2290	2108	3695	1169	1587	2581	2596	4408	2221	2833	1884	2092	1355	3065	1531	3598	6094	1571	1519	2821	2460	1066	2018-08-28T08:34:33Z	1440	900	22	138	7	1	US	40.4223	-79.9791
1	1	4	5	4	4	2	5	1	5	4	5	4	1	1	2	1	1	1	5	1	5	1	5	2	5	2	4	4	5	5	4	5	3	3	4	5	3	3	3	5	1	5	1	4	1	4	4	5	5	7067	4444	2625	2868	2513	3049	3758	3239	2847	2132	4217	4235	2823	8269	5562	4579	5499	7130	4524	3793	3312	4958	942	2554	6187	2441	3191	4399	2415	1984	3133	5937	5669	5717	4515	3676	4240	2435	2903	2505	2765	4290	2701	6314	5902	6090	7558	2474	2827	2172	2018-05-22T22:28:26Z	360	740	4	216	7	2	NL	52.6425	5.0597
2	2	3	2	4	1	1	3	2	4	3	1	4	2	4	4	2	3	2	4	2	4	3	4	2	5	2	4	4	3	4	2	2	2	2	3	4	2	2	4	4	2	4	2	4	2	5	3	4	4	4886	6405	4004	3933	2946	4327	8027	5859	4659	3731	4841	4226	4084	3036	6424	4952	5123	4065	3116	5306	6151	3862	6142	3057	3418	10356	5889	3621	3247	3470	8642	4488	3923	12664	4104	4730	3863	6403	4650	8733	3287	5979	5476	6151	3479	4720	4064	5718	5768	3678	2017-06-16T00:38:35Z	1366	768	5	256	8	14	KE	1.0	38.0
3	4	3	3	3	2	1	4	3	4	3	4	3	2	1	2	2	2	2	4	2	2	1	4	2	4	4	4	4	3	5	3	4	1	3	2	4	2	4	5	5	1	5	1	5	1	5	3	5	5	8047	9496	5007	2728	3730	2668	2142	3153	4214	1456	5616	3921	3616	2100	6100	2229	2487	3736	1851	5891	6272	6207	1403	4293	2897	2945	7965	5343	3395	1607	9101	7460	3563	1709	7103	4019	3835	2852	2637	2297	1665	2550	2021	2419	2771	2068	2591	7123	3530	1400	2016-07-12T12:30:25Z	1680	1050	15	192	13	1	US	45.1234	-93.4947
2	5	2	4	1	2	1	5	1	5	2	5	3	1	2	1	2	2	2	4	1	3	3	3	2	4	3	5	4	4	1	1	1	3	3	3	3	2	4	2	2	1	2	1	3	3	4	2	5	3	15609	1704	3186	7385	2203	2878	6821	3739	2907	12294	6953	5600	3233	2450	4808	2847	2976	1960	2308	2712	7932	4961	3210	2905	3222	7438	4740	6700	5359	1778	2403	5235	5799	5313	2819	7915	8055	18227	4381	7271	2544	2453	1881	10366	4505	7288	5503	2163	4756	4232	2016-04-14T04:04:24Z	1600	900	4	260	19	2	NL	52.26	4.8722
4	1	4	4	4	1	4	4	2	5	5	3	4	3	4	4	4	4	5	4	2	4	3	4	2	4	1	1	4	3	4	2	5	1	1	1	3	1	3	3	4	3	5	3	3	1	5	4	5	4	16642	4231	6930	4669	1963	4098	3002	5037	3588	2689	2165	3142	2564	2658	5489	2829	1810	2469	3709	2216	1368	2539	3551	2353	4069	1874	3302	5490	3062	2851	3087	18560	2001	2581	2535	3259	3635	10804	3442	2868	2402	10753	2522	24865	2530	3561	9842	2664	7405	46338	2018-01-22T12:56:43Z	320	568	10	244	11	1	US	38.0	-97.0
3	3	4	3	4	2	4	3	3	4	4	4	4	3	4	4	4	3	3	3	1	5	2	5	1	4	1	4	4	4	2	2	4	3	2	2	3	3	2	3	5	2	4	2	4	2	2	4	5	4	31511	5773	3143	4089	3012	3136	3987	5655	9268	929	12599	3777	8766	6434	3025	3060	5379	1758	4845	2004	4263	9401	4125	4224	5171	2540	9446	2768	2051	3484	11364	14717	3200	4117	3025	5346	3158	2916	2533	3430	3731	5249	2952	4240	3755	2543	3416	3818	11836	2542	2017-04-05T16:43:12Z	1920	1080	69	269	9	1	GB	51.5	-0.13
4	1	4	2	4	1	4	2	5	2	2	4	4	4	5	4	5	5	5	2	1	4	1	5	1	5	2	5	5	4	2	5	4	5	1	5	4	2	2	4	5	1	5	1	5	1	5	5	4	5	8196	2838	4485	5755	3003	2534	5674	3324	4113	3838	54116	12026	3720	3289	2981	3557	3117	2948	3188	2284	2800	4137	40469	2613	5158	2305	4397	2739	1930	2938	5662	6193	5701	3037	2844	3116	2684	6553	3555	4987	2777	3635	2867	14531	2541	2296	2237	2325	4518	1411	2016-08-06T19:11:18Z	414	736	5773	289	14	2	US	44.98	-93.2638
3	5	3	5	1	5	2	5	2	5	2	3	3	2	2	1	2	2	2	3	3	2	3	4	4	4	4	3	4	4	2	5	2	3	1	5	2	3	2	1	4	2	4	3	4	2	4	4	4	3	11423	1632	2732	4613	1693	2903	2543	1988	3838	2423	1394	2419	2928	3428	3617	2666	1554	3141	3342	3707	5013	3731	6839	836	4458	8636	4054	3642	2259	4077	4547	2322	3235	2785	3932	2112	2821	1799	1714	1185	2657	3062	796	4761	2906	2062	3953	2252	1902	1922	2016-11-27T11:36:46Z	1440	900	12	161	9	2	US	38.0	-97.0
